Problem,Specialist
"আমার পায়ে পোকার হাঁটার মতো অনুভূতি হয়।",Orthopedic
"আমার মেয়ের পায়ের হাড় সঠিকভাবে বাড়ছে না।",Orthopedic
"আমার কনুইয়ের পুরোনো ব্যথাটা আবার ফিরে এসেছে।",Orthopedic
"আমার মায়ের হাঁটুর জয়েন্ট ক্ষয়ে গেছে।",Orthopedic
"আমার ছেলের গোড়ালির ব্যথাটা খেলার পরেই শুরু হয়।",Orthopedic
"আমার ঘাড়ের ব্যথাটা চোয়াল পর্যন্ত যায়।",Orthopedic
"আমার পায়ের আঙুলগুলো মাঝে মাঝে রঙ পরিবর্তন করে।",Orthopedic
"আমার বাবার দুটো কাঁধেই ব্যথা।",Orthopedic
"আমার কোমরের ব্যথাটা হাঁটার সময় বাড়ে।",Orthopedic
"আমার হাতে শক্তি নেই বললেই চলে।",Orthopedic
"আমার পায়ের তলায় একটা मोटी চামড়ার স্তর পড়েছে।",Orthopedic
"আমার কাঁধের জয়েন্ট প্রায়ই খসে যায়।",Orthopedic
"আমি সোফা সরাতে গিয়ে পিঠে চোট পেয়েছি।",Orthopedic
"আমার মায়ের হাড়ের ঘনত্ব কমে গেছে।",Orthopedic
"আমার ছেলের বাস্কেটবল খেলতে গিয়ে আঙুল ভেঙেছে।",Orthopedic
"আমার বুড়ো আঙুলের জয়েন্ট ফুলে গেছে।",Orthopedic
"আমার পিঠের পেশীগুলো সব সময় টানটান হয়ে থাকে।",Orthopedic
"আমার গোড়ালি ও পায়ের পাতায় ব্যথা।",Orthopedic
"আমার মেয়ের হাঁটার সময় একটা পা ভেতরের দিকে বেঁকে যায়।",Orthopedic
"আমার নিতম্বে দীর্ঘক্ষণ বসার পর ব্যথা হয়।",Orthopedic
"আমার পেশীগুলো ক্লান্ত ও দুর্বল লাগে।",Orthopedic
"আমার হাঁটু সোজা করতে গেলে ব্যথা লাগে।",Orthopedic
"আমার বাবার কাঁধের জয়েন্ট শক্ত হয়ে গেছে।",Orthopedic
"আমার কনুইতে স্পর্শ করলে ব্যথা লাগে।",Orthopedic
"আমি বাইক চালালে পিঠে ব্যথা হয়।",Orthopedic
"আমার পায়ের পাতায় ঝিনঝিন করে এবং জ্বলে।",Orthopedic
"আমার মায়ের ঘাড় থেকে হাতে ব্যথা নামে।",Orthopedic
"আমার ছেলের হাঁটুতে বারবার পানি জমে।",Orthopedic
"আমার বাম হাতটা আগের মতো সচল নেই।",Orthopedic
"আমার পিঠের নিচের অংশে একটা ভোঁতা ব্যথা লেগে থাকে।",Orthopedic
"আমার পায়ে ঠান্ডা স্রোতের মতো অনুভূতি হয়।",Orthopedic
"আমার মেয়ের পায়ের হাড়ে জন্মগত ত্রুটি আছে।",Orthopedic
"আমার কনুইয়ের ব্যথার জন্য ব্যায়াম করতে পারি না।",Orthopedic
"আমার মায়ের দুটো হাঁটুতেই অস্টিওআর্থ্রাইটিস।",Orthopedic
"আমার ছেলের গোড়ালিতে একটি অতিরিক্ত হাড় বেড়েছে।",Orthopedic
"আমার ঘাড় ঘোরালে মাথা ঘোরে।",Orthopedic
"আমার পায়ের আঙুলগুলো বরফের মতো ঠান্ডা হয়ে থাকে।",Orthopedic
"আমার বাবার কাঁধের পেশী ছিঁড়ে গেছে।",Orthopedic
"আমার কোমরের ব্যথাটা নড়াচড়া করলে বাড়ে।",Orthopedic
"আমার হাতের গ্রিপ দুর্বল হয়ে গেছে।",Orthopedic
"আমার পায়ের তলায় সকালে মাটিতে পা ফেলতে কষ্ট হয়।",Orthopedic
"আমার কাঁধের জয়েন্টে প্রদাহ হয়েছে।",Orthopedic
"আমি ভারী কিছু তোলার চেষ্টা করলেই পিঠে লেগে যায়।",Orthopedic
"আমার ডান পা প্রায়ই অবশ হয়ে যায়।",Orthopedic
"আমার মায়ের গোড়ালিতে দীর্ঘদিনের ব্যথা।",Orthopedic
"আমার ছেলের হাঁটুতে আঘাত পাওয়ার পর থেকে সে ঠিকমতো দৌড়াতে পারে না।",Orthopedic
"আমার হাতের আঙুলের গাঁটগুলো শক্ত হয়ে গেছে।",Orthopedic
"আমার পিঠের ব্যথাটা একটানা থাকে।",Orthopedic
"আমার বাম পায়ের গোড়ালি ফুলে আছে।",Orthopedic
"আমার বাবা সিঁড়ি দিয়ে নামতে পারেন না, হাঁটুতে লাগে।",Orthopedic
"আমার কাঁধের জয়েন্টে নাড়াচাড়া করতে সমস্যা হয়।",Orthopedic
"আমার কনুইতে চিনচিনে ব্যথা হয়।",Orthopedic
"আমার মেয়ের পায়ের পেশী দুর্বল।",Orthopedic
"আমার মাজা থেকে একটা ব্যথা পায়ে নেমে আসে।",Orthopedic
"আমার হাত প্রায়ই ঝিনঝিন করে ওঠে।",Orthopedic
"আমার ফুটবল খেলতে গিয়ে পায়ে চোট লেগেছে।",Orthopedic
"আমার মায়ের কোমরে আরথ্রাইটিসের ব্যথা।",Orthopedic
"আমার ঘাড়ের ব্যথাটা মাথায় ছড়িয়ে পড়ে।",Orthopedic
"আমার গোড়ালির জয়েন্ট শক্ত হয়ে গেছে।",Orthopedic
"আমার বাবার হাঁটুর বাটি (patella) ঠিকমতো কাজ করে না।",Orthopedic
"আমার হাত দিয়ে কোনো কিছু ধরতে গেলে কাঁপে।",Orthopedic
"আমার পিঠের নিচের অংশে একটা কনস্ট্যান্ট ব্যথা থাকে।",Orthopedic
"আমার ছেলের পা একটু বাঁকা হয়ে গেছে।",Orthopedic
"আমার শরীরের জয়েন্টগুলোতে খুব ব্যথা।",Orthopedic
"আমি বেশিক্ষণ দাঁড়িয়ে থাকলে পায়ে পানি আসে।",Orthopedic
"আমার বাম হাতটা তুলতে খুব কষ্ট হয়।",Orthopedic
"আমার নিতম্বের জয়েন্টে ব্যথা হয়।",Orthopedic
"আমার গোড়ালি মচকে যাওয়ার পর থেকে প্রায়ই ব্যথা করে।",Orthopedic
"আমার মায়ের মেরুদণ্ডে সমস্যা আছে।",Orthopedic
"আমার কাঁধের পেছনের দিকে একটা টান লাগে।",Orthopedic
"আমার হাঁটু ভাঁজ করলে ভেতরে শব্দ হয়।",Orthopedic
"আমার হাতের আঙুলগুলো সকালে ফুলে থাকে।",Orthopedic
"আমার ছেলের পা ফেলার সময় ব্যথা পায়।",Orthopedic
"আমার কোমরের ব্যথাটা শুয়ে থাকলেও কমে না।",Orthopedic
"আমার ঘাড়ের একদিকে তীব্র ব্যথা।",Orthopedic
"আমার পায়ের তলায় জ্বালাপোড়া করে।",Orthopedic
"আমার বাবার কাঁধের লিগামেন্টে সমস্যা।",Orthopedic
"আমার কনুইয়ের হাড়ে একটা ব্যথা অনুভব করি।",Orthopedic
"আমার পিঠের মাঝখানে প্রায়ই ব্যথা হয়।",Orthopedic
"আমার হাঁটুতে অমসৃণ অনুভূতি হয়।",Orthopedic
"আমার মেয়ের পায়ের বৃদ্ধাঙ্গুলি ভেতরের দিকে বেঁকে গেছে।",Orthopedic
"আমার হাতে অবশ ভাবটা আঙুলের ডগায় বেশি।",Orthopedic
"আমার গোড়ালির পেছনের দিকে ব্যথা।",Orthopedic
"আমার মায়ের ঘাড়ের কশেরুকা ক্ষয়ে গেছে।",Orthopedic
"আমার কাঁধের জয়েন্ট আলগা হয়ে গেছে।",Orthopedic
"আমার হাতের কব্জিতে একটা সিস্ট হয়েছে।",Orthopedic
"আমার ছেলের হাঁটুর চারপাশে ফোলা।",Orthopedic
"আমার পিঠের নিচের অংশে একটা চাপ অনুভব করি।",Orthopedic
"আমার কোমরের ব্যথাটা মাঝে মাঝে খুব তীব্র হয়।",Orthopedic
"আমার পায়ে রাতে খিল ধরে।",Orthopedic
"আমার বাবার হাঁটুতে ব্যথার জন্য তিনি হাঁটতে ভয় পান।",Orthopedic
"আমার ঘাড় ঘোরাতে গেলে শিরশির করে।",Orthopedic
"আমার কনুইয়ের জয়েন্টে আড়ষ্টতা।",Orthopedic
"আমার ডান পা-টা ভারী মনে হয়।",Orthopedic
"আমার কাঁধের মুভমেন্ট সীমিত হয়ে গেছে।",Orthopedic
"আমার পিঠের ব্যথাটা সকালে ঘুম থেকে ওঠার পর বাড়ে।",Orthopedic
"আমার হাতের আঙুলগুলো নাড়াতে কষ্ট হয়।",Orthopedic
"আমার মেয়ের গোড়ালি প্রায়ই ফুলে থাকে।",Orthopedic
"আমার নিতম্ব থেকে ঊরু পর্যন্ত একটা টান অনুভব করি।",Orthopedic
"আমার কোমরের ব্যথাটা বসার সময় বেশি হয়।",Orthopedic
