Problem,Specialist
"আমার পরিবারের অন্য সদস্যদেরও কি হৃদরোগের ঝুঁকি আছে?",Cardiologist
"হৃদরোগের ঝুঁকি কমাতে আমার কি কি পরীক্ষা করা উচিত?",Cardiologist
"আমি আমার হৃদরোগ সম্পর্কে আরও ভালোভাবে জানতে চাই।",Cardiologist
"আমার বুকটা মাঝে মাঝে ধক করে ওঠে।",Cardiologist
"হঠাৎ করেই আমার হার্টবিট বেড়ে যায়, কোনো কারণ ছাড়াই।",Cardiologist
"আমার বাম হাতের আঙুলগুলো মাঝে মাঝে অবশ হয়ে যায়।",Cardiologist
"আমার নিঃশ্বাসটা কেমন যেন ছোট হয়ে আসছে।",Cardiologist
"বুকের ভেতরটা খালি খালি লাগে।",Cardiologist
"আমার মা এবং নানী দুজনেরই উচ্চ রক্তচাপ ছিল।",Cardiologist
"আমার বুকের ব্যথাটা কাঁধ ও হাতে ছড়িয়ে পড়ছে।",Cardiologist
"আমার হৃদস্পন্দন অনিয়মিত, মাঝে মাঝে খুব দ্রুত আবার মাঝে মাঝে খুব ধীরে চলে।",Cardiologist
"আমার সামান্য পরিশ্রমেও শ্বাসকষ্ট হয়।",Cardiologist
"আমার পা ও গোড়ালি প্রায়ই ফুলে থাকে।",Cardiologist
"আমার উচ্চ রক্তচাপের সমস্যা আছে, যা নিয়ন্ত্রণে থাকছে না।",Cardiologist
"আমার পরিবারে হৃদরোগের ইতিহাস থাকায় আমি বেশ চিন্তিত।",Cardiologist
"আমার ডায়াবেটিস আছে এবং সম্প্রতি বুকে অস্বস্তি অনুভব করছি।",Cardiologist
"অতিরিক্ত ওজনের কারণে ডাক্তার আমাকে হৃদরোগের ঝুঁকি সম্পর্কে সতর্ক করেছেন।",Cardiologist
"আমি ধূমপায়ী এবং ইদানিং আমার বুকে ব্যথা হয়।",Cardiologist
"আমার রক্তে কোলেস্টেরলের মাত্রা স্বাভাবিকের চেয়ে বেশি।",Cardiologist
"অল্পতেই আমি খুব ক্লান্ত হয়ে পড়ি এবং দুর্বল লাগে।",Cardiologist
"রাতে ঘুমানোর সময় আমার শ্বাস নিতে কষ্ট হয়।",Cardiologist
"আমার প্রায়ই মাথা ঘোরে এবং চোখে ঝাপসা দেখি।",Cardiologist
"আমার বুকে ব্যথার সাথে বমি বমি ভাবও থাকে।",Cardiologist
"আমার অজ্ঞান হয়ে যাওয়ার মত অবস্থা হয়।",Cardiologist
"আমার জন্মগতভাবে হার্টে ছিদ্র আছে।",Cardiologist
"আমার বাতজ্বরের পর থেকে হার্টের সমস্যা দেখা দিয়েছে।",Cardiologist
"আমার হাত ও পায়ের নখ নীল হয়ে যায়।",Cardiologist
"আমার বুকে ভারী কিছু চেপে ধরে আছে এমন অনুভূতি হয়।",Cardiologist
"আমার কাশির সাথে রক্ত বের হয়।",Cardiologist
"বুকের ভেতরটা হঠাৎ করে মোচড় দিয়ে ওঠে, কয়েক সেকেন্ডের জন্য সবকিছু যেন থেমে যায়।",Cardiologist
"আমার পেসমেকার লাগানোর পর থেকে মাঝে মাঝে হেঁচকি ওঠে, এটা কি স্বাভাবিক?",Cardiologist
"অ্যানজিওগ্রাম করার সময় যে ডাই ব্যবহার করা হবে, তাতে আমার কিডনির কোনো ক্ষতি হবে না তো?",Cardiologist
"এই রক্ত পাতলা করার ঔষধ খাওয়ার পর থেকে আমার শরীরে সহজে কালশিটে পড়ে যাচ্ছে।",Cardiologist
"আমি কি আমার হার্টের ঔষধের সাথে ব্যথানাশক ট্যাবলেট খেতে পারব?",Cardiologist
"রাতে বিছানায় চিৎ হয়ে শুতে পারি না, মনে হয় বুকের ওপর একটা ভারী পাথর রাখা আছে।",Cardiologist
"আমার হার্টবিট মাঝে মাঝে এত জোরে চলে যে গলার কাছেও ধড়ফড়ানিটা টের পাই।",Cardiologist
"ডাক্তার বলেছেন আমার হার্টের পাম্পিং ক্ষমতা কমে গেছে, এর মানে ঠিক কী?",Cardiologist
"বিশ্রাম নেওয়ার সময়ও আমার নাড়ির গতি প্রতি মিনিটে ১০০-এর বেশি থাকে।",Cardiologist
"একটু তাড়াহুড়ো করে কথা বলতে গেলেই আমার দম ফুরিয়ে আসে।",Cardiologist
"আমার দুটো পায়েই পানি জমেছে, কিন্তু ডান পা-টা বেশি ফোলা লাগছে।",Cardiologist
"নতুন প্রেসারের ঔষধটা শুরু করার পর থেকে আমার মাথাটা খালি খালি লাগে।",Cardiologist
"আমার হার্টে স্টেন্ট লাগানোর পর কতদিন পর্যন্ত ভারী কাজ করা থেকে বিরত থাকতে হবে?",Cardiologist
"ঠান্ডা আবহাওয়ায় বা кондиционерের বাতাসে গেলে আমার বুকের ব্যথা বেড়ে যায়।",Cardiologist
"আমার শুধু চোয়ালের একপাশে ব্যথা হয়, বুকে কোনো অস্বস্তি নেই, এটাও কি হার্টের জন্য হতে পারে?",Cardiologist
"বুকের ব্যথাটা ডান হাত দিয়ে ছড়িয়ে পিঠের দিকে চলে যায়।",Cardiologist
"আমার হার্টবিট একটা-দুটো বাদ দিয়ে আবার চলতে শুরু করে, তখন খুব ভয় লাগে।",Cardiologist
"বাইপাস অপারেশনের পর আমার পায়ের যেখানে কাটা হয়েছিল, সেই জায়গাটা অবশ হয়ে আছে।",Cardiologist
"এই কোলেস্টেরলের ঔষধের কারণে আমার মাংসপেশীতে খুব ব্যথা হয়, আমি কি এটা বদলে নিতে পারি?",Cardiologist
"আমার কি সারাজীবন হার্টের ঔষধ খেয়ে যেতে হবে?",Cardiologist
"বিছানা গোছানোর মতো হালকা কাজ করতে গেলেও আমি হাঁপিয়ে যাই।",Cardiologist
"আমার মোজা খোলার পর গোড়ালিতে অনেকক্ষণ ধরে দাগ বসে থাকে।",Cardiologist
"আরেকবার হার্ট অ্যাটাক হতে পারে, এই ভয়ে আমি রাতে ঘুমাতে পারি না।",Cardiologist
"আমার পেসমেকারের ব্যাটারি শেষ হয়ে আসছে কিনা, তা বোঝার কোনো উপায় আছে?",Cardiologist
"ইকো টেস্টে দেখা গেছে আমার হার্টের দেয়ালটা মোটা হয়ে গেছে।",Cardiologist
"আমার খাওয়ার রুচি একদম চলে গেছে এবং প্রায়ই বমি ভাব হয়।",Cardiologist
"আমার বুকের ভেতরটা হঠাৎ করে ঠান্ডা হয়ে যায়, তারপর ধড়ফড় শুরু হয়।",Cardiologist
"আমার অ্যাঞ্জিওপ্লাস্টি করার পর কতদিন পর আমি কাজে যোগ দিতে পারব?",Cardiologist
"আমি কি প্লেনে যাতায়াত করতে পারব? আমার পেসমেকার আছে।",Cardiologist
"আমার শ্বাসের সাথে ঘরঘর আওয়াজ হয়, বিশেষ করে রাতে।",Cardiologist
"আমার শুধু সিঁড়ি ভাঙার সময় নয়, সমতল রাস্তায় হাঁটলেও বুকে চাপ লাগে।",Cardiologist
"ডাক্তার বলেছেন আমার হার্ট ফেইলিওর আছে, তার মানে কি আমার হার্ট কাজ করা বন্ধ করে দেবে?",Cardiologist
"উচ্চ রক্তচাপের কারণে আমার দৃষ্টিশক্তি ঝাপসা হয়ে আসছে।",Cardiologist
"আমার হার্টের ভাল্ভ ঠিকমতো বন্ধ হচ্ছে না, এমনটাই ডাক্তার বলেছেন।",Cardiologist
"আমার কাশির সাথে যে কফ বের হয়, তাতে গোলাপি রঙের ছোপ দেখা যায়।",Cardiologist
"আমার বুকের ব্যথাটা হজমের সমস্যার মতো লাগে, তাই বুঝতে পারি না।",Cardiologist
"আমার হার্টবিট এত অনিয়মিত যে আমি নিজে পালস গুনতে পারি না।",Cardiologist
"আমার পায়ে রক্ত চলাচল কমে গেছে, হাঁটার সময় পায়ে খিল ধরে।",Cardiologist
"আমার সন্তানেরও কি ভবিষ্যতে হৃদরোগের ঝুঁকি থাকবে?",Cardiologist
"এই ঔষধগুলো খাওয়ার পর থেকে আমার মুখ ও গলা খুব শুকিয়ে যায়।",Cardiologist
"টেনশন বা মানসিক চাপ হলে আমার বুক ধড়ফড়ানি অনেক বেড়ে যায়।",Cardiologist
"আমার গোসলের সময় বাথরুমে প্রায়ই শ্বাসকষ্ট হয়।",Cardiologist
"আমার বুকের ভেতর মাঝে মাঝে বিদ্যুতের শক লাগার মতো অনুভূতি হয়।",Cardiologist
"আমার পায়ের আঙ্গুলের ডগাগুলো সব সময় ঠান্ডা আর নীল হয়ে থাকে।",Cardiologist
"আমার কি সারাজীবনের জন্য লবণ ও মিষ্টি খাওয়া বন্ধ করে দিতে হবে?",Cardiologist
"আমার হৃদরোগের কারণে আমি সবসময় খুব উদ্বিগ্ন থাকি।",Cardiologist
"আমার ওজন কমানোর জন্য কি ধরনের ব্যায়াম করা নিরাপদ হবে?",Cardiologist
"আমার হার্টের ভাল্ভ থেকে নাকি শব্দ হয়, ডাক্তার এমনটাই বলেছেন।",Cardiologist
"আমার বুক ও পিঠের মাঝখানে একটা অস্বস্তিকর চাপ অনুভব করি।",Cardiologist
"আমার ঘুম খুবই পাতলা, একটু শব্দ হলেই বুক ধড়ফড় করে জেগে উঠি।",Cardiologist
"আমার রক্তচাপ সকালের দিকে একরকম থাকে, আবার বিকেলে আরেকরকম হয়ে যায়।",Cardiologist
"হঠাৎ করে দাঁড়ালে বা মাথা নিচু করলে আমার চোখে অন্ধকার দেখি।",Cardiologist
"আমার প্রস্রাবের পরিমাণ খুব কমে গেছে এবং শরীর ফোলা লাগছে।",Cardiologist
"আমার কি হল্টার মনিটর টেস্ট করার প্রয়োজন আছে?",Cardiologist
"আমার বুকের চামড়ার নিচে একটা অস্বস্তি হয়, ঠিক ব্যথা না।",Cardiologist
"আমার বাবা এবং বড় ভাই দুজনেরই হার্ট অ্যাটাক হয়েছিল।",Cardiologist
"আমার রক্তে ট্রাইগ্লিসারাইডের মাত্রা অনেক বেশি।",Cardiologist
"আমার পেটে পানি জমার কারণে পেটটা খুব ফেঁপে থাকে।",Cardiologist
"আমি কি আবার আগের মতো স্বাভাবিক জীবনযাপন করতে পারব?",Cardiologist
"আমার ঘাড়ে ও কাঁধে প্রায়ই ব্যথা হয়, এটা কি হার্টের জন্য?",Cardiologist
"আমার জিহ্বার নিচে ঘা হয়েছে, এটা কি হার্টের সমস্যার লক্ষণ?",Cardiologist
"খাবার খাওয়ার পরপরই আমার বুকে চাপ বাড়ে এবং শ্বাস নিতে কষ্ট হয়।",Cardiologist
"আমার ডানপাশের পাঁজরের নিচেও মাঝে মাঝে ব্যথা করে।",Cardiologist
"আমার হার্টের কারণে কিডনির উপর প্রভাব পড়তে পারে কি?",Cardiologist
"আমার করোনারি আর্টারিতে ৭০% ব্লক ধরা পড়েছে।",Cardiologist
"ভয় পেলে বা কোনো খারাপ খবর শুনলে আমার বুকটা ধক করে ওঠে।",Cardiologist
"আমার অ্যাওর্টিক ভাল্ভ সরু হয়ে গেছে বলে ডাক্তার জানিয়েছেন।",Cardiologist
"হাঁটতে গেলে আমার পায়ের পেছনের মাংসে টান ধরে, বিশ্রাম নিলে কমে।",Cardiologist
"আমার হার্টের জন্য কোন তেল দিয়ে রান্না করা ভালো?",Cardiologist
"আমার কার্ডিওমায়োপ্যাথি ধরা পড়েছে, এর চিকিৎসা কী?",Cardiologist
"আমার হার্টের কারণে লিভারেও পানি জমতে পারে?",Cardiologist
"আমার কথা বলতেও কষ্ট হয়, বাক্য শেষ করার আগেই দম ফুরিয়ে যায়।",Cardiologist
"আমার রক্তশূন্যতার কারণে কি হার্টের সমস্যা বাড়তে পারে?",Cardiologist
"আমার থাইরয়েডের সমস্যা আছে, এটা কি হার্টবিটের উপর প্রভাব ফেলে?",Cardiologist
