Problem,Specialist
"গর্ভাবস্থায় চোখের ভেতর ব্যথা অনুভব করি।",Gynecologist
"আমি গর্ভাবস্থায় বুকে ব্যথা অনুভব করি, এটা কি স্বাভাবিক?",Gynecologist
"পিরিয়ডের সময় শরীর একদম নিস্তেজ হয়ে পড়ে।",Gynecologist
"গর্ভাবস্থায় কান বন্ধ হয়ে আসে মাঝে মাঝে।",Gynecologist
"আমি মাসিকের সময় একপাশে ঘুমাতে পারি না।",Gynecologist
"প্রেগন্যান্সির সময় বুক জ্বলে সবসময়।",Gynecologist
"গর্ভাবস্থায় মাঝে মাঝে হঠাৎ জ্বর আসে।",Gynecologist
"সন্তান জন্মের পর হাত-পা খুব দুর্বল হয়ে গেছে।",Gynecologist
"পিরিয়ডের সময় খুব মাথা ব্যথা হয়, চোখে চাপ লাগে।",Gynecologist
"আমি প্রেগন্যান্সির সময় নিয়মিত ব্যায়াম করিনি, সমস্যা হবে?",Gynecologist
"গর্ভধারণের পর থেকে স্বাদ-গন্ধে পরিবর্তন হয়েছে।",Gynecologist
"প্রেগন্যান্সির সময় সবসময় বুক ধড়ফড় করে।",Gynecologist
"আমি গর্ভাবস্থায় নিয়মিত প্রোটিন নিতে চাই।",Gynecologist
"পিরিয়ডের সময় মুখ শুকিয়ে যায়।",Gynecologist
"প্রেগন্যান্সির সময় রাতে শরীর গরম হয়ে যায়।",Gynecologist
"আমি সন্তান নেওয়ার পর থেকে ত্বকে দাগ পড়ে গেছে।",Gynecologist
"গর্ভাবস্থায় হাঁটলে হাঁটুতে ব্যথা হয়।",Gynecologist
"মাসিকের সময় অনেক ঘাম হয়, বিশেষ করে রাতে।",Gynecologist
"প্রেগন্যান্সির সময় জিহ্বায় রঙ পরিবর্তন হয়েছে।",Gynecologist
"গর্ভাবস্থায় বুক ভারী অনুভব করি।",Gynecologist
"পিরিয়ডের সময় সবসময় ক্ষুধা বেড়ে যায়।",Gynecologist
"আমি গর্ভাবস্থায় হাই প্রেসার নিয়ন্ত্রণে রাখতে চাই।",Gynecologist
"গর্ভাবস্থায় ঠোঁট শুকিয়ে যায় বারবার।",Gynecologist
"পিরিয়ডের সময় এক পায়ে ব্যথা হয় সবসময়।",Gynecologist
"আমি প্রেগন্যান্সির সময় অনেক ঘুমাই, এটা কি ঠিক?",Gynecologist
"গর্ভাবস্থায় মাথা ঘুরে হঠাৎ অজ্ঞান হয়ে গিয়েছিলাম।",Gynecologist
"পিরিয়ডের সময় চোখে অন্ধকার দেখি।",Gynecologist
"প্রেগন্যান্সির সময় শরীরে এলার্জি বেড়ে যায়।",Gynecologist
"গর্ভাবস্থায় চুল অস্বাভাবিকভাবে ঝরে পড়ছে।",Gynecologist
"সন্তান জন্মের পর মাসিক শুরু হলেও ব্যথা থাকে।",Gynecologist
"গর্ভধারণের পর আমার ওজন হঠাৎ অনেক বেড়ে গেছে।",Gynecologist
"প্রেগন্যান্সির সময় দৃষ্টিশক্তি দুর্বল হয়ে গেছে।",Gynecologist
"আমি সন্তান নেওয়ার আগে স্তন পরীক্ষা করাতে চাই।",Gynecologist
"গর্ভাবস্থায় মেরুদণ্ডে ব্যথা অনুভব করি।",Gynecologist
"মাসিকের সময় হঠাৎ করেই গা ঠান্ডা হয়ে যায়।",Gynecologist
"পিরিয়ডের সময় একসাথে মাথা, পেট ও কোমর ব্যথা হয়।",Gynecologist
"গর্ভাবস্থায় পেটের ওপর অংশ শক্ত হয়ে যায়।",Gynecologist
"আমি প্রেগন্যান্সির সময় প্রচণ্ড রেগে যাই।",Gynecologist
"প্রেগন্যান্সির সময় চোখ দিয়ে পানি পড়ে।",Gynecologist
"মাসিকের আগে মন খারাপ ও বিষণ্ণতা অনুভব করি।",Gynecologist
"প্রেগন্যান্সির সময় ঘাড়ের নিচে ব্যথা হয়।",Gynecologist
"পিরিয়ডের সময় অনেক ঘাম হয় ও শরীর ঠান্ডা হয়।",Gynecologist
"গর্ভধারণের সময় হঠাৎ গায়ে জ্বর আসে আবার চলে যায়।",Gynecologist
"আমি প্রেগন্যান্সির শুরু থেকেই সাপোর্ট নিতে চাই।",Gynecologist
"প্রেগন্যান্সির সময় দাঁতে ব্যথা হলে কী করব?",Gynecologist
"সন্তান হওয়ার পর হঠাৎ হরমোনের সমস্যা শুরু হয়েছে।",Gynecologist
"পিরিয়ডের সময় কাঁধ শক্ত হয়ে যায় ও ব্যথা করে।",Gynecologist
"গর্ভাবস্থায় ঘন ঘন বাথরুমে যেতে হয়।",Gynecologist
"প্রেগন্যান্সির সময় হাত ফুলে যায়।",Gynecologist
"আমি সন্তান নেওয়ার পর ওজন কমাতে চাই।",Gynecologist
"পিরিয়ড শুরু হবার সময় পেট টনটন করে।",Gynecologist
"আমি প্রেগন্যান্ট কিন্তু সবসময় অস্থির লাগে।",Gynecologist
"গর্ভাবস্থায় বুক ধরফর করে ও ঘুম আসে না।",Gynecologist
"সন্তান নেওয়ার আগে ব্লাড গ্রুপ মিলিয়ে নিতে চাই।",Gynecologist
"পিরিয়ড বন্ধ হওয়ার পর শরীর ভারী লাগে।",Gynecologist
"প্রেগন্যান্সির সময় অনেক গ্যাস হয়, খাওয়া দাওয়া করতে কষ্ট হয়।",Gynecologist
"আমি মাসিকের সময় সবসময় মাথা ঘোরায় অনুভব করি।",Gynecologist
"গর্ভাবস্থায় হালকা পেট ব্যথা কি স্বাভাবিক?",Gynecologist
"প্রেগন্যান্সির সময় ত্বক শুষ্ক হয়ে যাচ্ছে।",Gynecologist
"সন্তান নেওয়ার পর যৌন জীবনে আগ্রহ কমে গেছে।",Gynecologist
"গর্ভধারণের পর থেকে শরীরে সবসময় জ্বর জ্বর ভাব লাগে।",Gynecologist
"পিরিয়ডের সময় মলত্যাগ করতে গেলে ব্যথা লাগে।",Gynecologist
"আমি সন্তান নেওয়ার জন্য হরমোনাল চিকিৎসা নিতে চাই।",Gynecologist
"প্রেগন্যান্সিতে নড়াচড়া টের না পেলে কি সমস্যা?",Gynecologist
"গর্ভাবস্থায় ত্বকে চুলকানি বাড়ছে এবং দাগ হচ্ছে।",Gynecologist
"পিরিয়ডের সময় সবসময় মুখে ব্রণ বেড়ে যায়।",Gynecologist
"গর্ভধারণের প্রথম মাসে রক্তপাত কি বিপজ্জনক?",Gynecologist
"আমি সন্তান নেওয়ার আগে আলট্রাসাউন্ড করাতে চাই।",Gynecologist
"প্রেগন্যান্সির সময় হজমে সমস্যা হয়।",Gynecologist
"সিজার হওয়ার পর হাঁটতে গেলে ব্যথা হয়।",Gynecologist
"গর্ভাবস্থায় হাত-পা ব্যথা করে ও অবশ লাগে।",Gynecologist
"পিরিয়ডের সময় কানে গুঞ্জন শুনি।",Gynecologist
"প্রেগন্যান্সির সময় শরীর খুব দুর্বল হয়ে যায়।",Gynecologist
"আমি সন্তান নেওয়ার পরে চুল পড়া বেড়ে গেছে।",Gynecologist
"গর্ভধারণের সময় সকালে ঘুম ভাঙার পর মাথা ধরে থাকে।",Gynecologist
"পিরিয়ড শুরু হবার আগে ঘাড়ে ব্যথা হয়।",Gynecologist
"গর্ভাবস্থায় শরীরে পানি জমে পা ফুলে যায়।",Gynecologist
"আমি প্রেগন্যান্সির সময় হাঁটলে পেটের নিচে চাপ অনুভব করি।",Gynecologist
"পিরিয়ডের সময় অনেক ঘাম হয়, বিশেষ করে রাতে ঘুমানোর সময়।",Gynecologist
"গর্ভাবস্থায় খিদে খুব বেশি পায়, এটা কি স্বাভাবিক?",Gynecologist
"আমি গর্ভাবস্থায় বুক চাপা পড়ার মতো অনুভব করি।",Gynecologist
"সন্তান জন্মের পর স্তনে দুধ কম আসে।",Gynecologist
"প্রেগন্যান্সির সময় মাথা ঘুরে চোখে অন্ধকার দেখি।",Gynecologist
