Problem,Specialist
"আচ্ছা কাউকে ভালোবাসলে কি তাকে ঘৃণা করা সম্ভব? তার কথা মনে আসলেই রাগ হবে এমন সম্ভব? আমি কেন পারছিনা? এতদিন পরেও তার প্রতি ভালোবাসা বাড়তেই আছে,এতটুকুও রাগ বা ঘৃণা আনতে পারিনা যথেষ্ট কারণ থাকা সত্বেও।",Psychiatrist
আমার আম্মু হঠাৎ করে হাত নাড়াতে পারছে না,Orthopedic
"আগে রাগ সামলাতে পারতাম, আর এখন সামান্য অন্যায়,ভুল কিচ্চু দেখলে রাগ কন্ট্রোল করতে পারিনা কেনো?",Psychiatrist
আমার বাবার দাঁতে কালো দাগ পরে যাচ্ছে আর মুখ থেকে দুর্গন্ধ বের হয়,Dentist
আমার আম্মুর পায়ে অনেক ব্যথা করে বেশি দূর হাঁটতে পারে না,Medicine
আমার দাদুর প্রচন্ড বুকে ব্যথা করে আর জোরে হাঁটতে গেলে বুক ধরফর করে,Cardiologist
আমার আম্মুর স্তন ফুলে শক্ত হয়ে গেছে,Gynecologist
আমি মারাত্মক শুচিবায়ু রোগে আক্রান্ত। ক্রমশ পাগল হয়ে যাচ্ছি।,Psychiatrist
আমার দাদার হার্টে ২ টা ব্লক ছিলো। এখন দাদা ব্যথার কারনে ঠিকমত চলতে পারে না,Cardiologist
আমার মা ধুলা ময়লা গেলেই চোখ খুব চুল্কায় আর লাল হয়ে যায়,Ophthalmologist
অপমান অবহেলা করেছে।একটু কথা বলার জন্য আকুতি মিনতি করেছি কিন্তু সে আমাকে একটুও বুঝেনি।অন্যাদের নিয়ে বেশ ভালো আছে। শেষ দুমাস টানা ঘুমের ঔষধ খেয়ে ঘুমিয়েছি।ঔষধ বাদ ঘুম ও নেই চোখে।,Psychiatrist
আমার কপালে গোটার মত বের হইসে,Surgery
এখন মনে হয় যে সে আমাকে বিয়ে করতে চায় কোনো এক কারনে সে করছেনা। এখনো মাঝে মাঝে আমরা বের হয়ে একসাথে বসে কথা বলি। ওর কথা শুনে আমার মনে হয় ও রাজি কিন্তু আবার মনে হয় রাজি না।,Psychiatrist
আমার প্রায়ই মুখ শুকিয়ে আসে কোনো লালাই থাকে না,Dentist
আমার মায়ের হঠাৎ করে অনেক বুকে ব্যথা হয় আর মা তখন অনেক ঘামতে থাকেন আর হাত-পা ঠান্ডা হয়ে আসে।,Cardiologist
আমার ছেলের রাতের বেলা জ্বর আসে।,Medicine
আমার দাদুর ডায়াবেটিস কমছে না,Medicine
আমার মামির মুখে অনেক ব্রণ হয়েছে,Skin
"আমি কম কথা বলি, কারো সাথে মিশতে পারিনা, বন্ধুদের আড্ডাতেও একটু চুপ থাকি, বরাবর চাপা স্বভাবের, কারো চোখে চোখ রেখে কথা বলতে পারি না। এসব কারণে নিজেকে খুব অসহায় লাগে। কি করি?",Psychiatrist
আমার দাদার চোখে ছানি পরেছে। ঠিকমত দেখতে পারে না,Ophthalmologist
আমার পানির পিপাসা লাগে অনেক বেশি,Medicine
আমি কোনো কিছু চাবাতে গেলে দাঁতে অনেক ব্যথা পাই আর শক্ত কিছু চাবাতে গেলে দাঁত ভেঙ্গে যায়,Dentist
আমার আম্মুর হঠাৎ করে বুকে ব্যথা শুরু হয় শ্বাস নিতে খুব কষ্ট হয় তখন আম্মুর,Cardiologist
"আমার পিঠ, মাজা অনেক ব্যথা করে।",Orthopedic
আচ্ছা এমন কোন ঔষুধ আছে যেটা খেলে মাথা সব পরিস্তিতে ঠাণ্ডা রাখা যায় ধরুন কিছু বিরক্তি কর জিনিস দেখছি আমাকে কেউ 1000 বকছে কিন্তু আমার কো রিয়াক্ট নাই আমি নিশ্চুপ দেখছি আর শশুনছি এমন মেডিসিন আছে,Psychiatrist
মানসিক ভাবে ভেঙ্গে পড়েছি..,Psychiatrist
"আমার ছেলে দূরের জিনিস ঠিকমত দেখতে পারে না, ঝাপ্সা দেখে",Ophthalmologist
"ইদানীং মেজাজটাও খিটখিটে হয়ে থাকে। মাথাব্যথা হয়। হঠাৎ তুচ্ছ কারণে রেগে যাচ্ছেন, আগের মতো গান শুনতে বা বেড়াতে যেতে ভালো লাগে না। এই রোগের নাম ভালো না লাগা নাকি মন খারাপ।",Psychiatrist
আমার মুখে অনেক গোটা উঠে আর এগুলো অনেক চুল্কায়,Skin
আমার বোনের স্তন ফুলে লাল হয়ে আছে,Surgery
আমার দাদুর হার্টে ব্লক ধরা পরেছিল। রিং পরানোর পরেও দাদুর বুকে ব্যথা করে,Cardiologist
পিরিয়ড হলে গোলাপি রঙের মত রক্ত বের হয় আমার,Gynecologist
আমার পিরিয়ড ঠিকমত হয় না,Gynecologist
আমার অনেক অস্থির লাগে হঠাত হঠাত ,Medicine
আমি অনেকক্ষন ধরে পড়তে থাকলে চোখ হঠাৎ করে খুব ব্যথা শুরু করে দেয়,Ophthalmologist
"জীবন একটা বিরক্তিকর অধ্যায়ের নাম, যা শেষ করতে পারলেই যেন মুক্তি। 😥",Psychiatrist
আমার অনেক অস্থির লাগে,Medicine
আমি মানসিকভাবে অনেকটা ভেঙে পড়লেও আমি জীবনে কিছু করার জন্য চেষ্টা করছি । নিজেকে সামলানোর চেষ্টা করছি । পোস্টটি বড় হয়ে গেছে অনেক । যতটা পেরেছি সংক্ষিপ্তভাবে তুলে ধরেছি ।,Psychiatrist
আমার ভাইয়ার হাতে টিউমারের মত দলা পেকে আছে হাতের অনেক জায়গায় কিন্তু কোনো ব্যথা করে না অথচ এগুলো আস্তে আস্তে বড় হচ্ছে,Surgery
আমার খাবারের মধ্যে বা রাতে পেট জ্বালা পুড়া করে।,Medicine
আমার অনেক নার্ভাস লাগে। ক্লান্ত লাগে। আর অনেক ঘাম হয়।,Medicine
আমার মায়ের হাতের কনুইতে অনেক ব্যথা করে। আবার অনেক সময় মা ঠিক বুঝতে পারে না যে হাত বা পায়ের ঠিক কোথায় ব্যথা করছে।,Orthopedic
এডমিশন পিরিয়ডটায় লাগাতার ফেইলুর আসতে থাকলে সুইসাইডাল চিন্তাভাবনা থেকে নিজেকে দূরে রাখা যায় কিভাবে?,Psychiatrist
আমার গলা অনেক ব্যথা করছে আর কিছু খেতে গেলে গলায় কিছু বাধছে এমন মনে হচ্ছে আর ব্যথাও করে অনেক,Medicine
আমার ঠিকমত ঘুম হয় না অনেক অশান্তি লাগে,Medicine
আমার দাদুর হার্টে খুব দুর্বল। বেশি কোনো টেনশন নিতে পারে না। অনেক অস্থির হয়ে যায়,Cardiologist
আমার মায়ের হাতে অনেক গুলো টিউমার হয়েছে আর এগুলো ব্যথা করে,Surgery
আমি অল্প কাজ করলেই হাপাই যাই,Medicine
আমার মায়ের অনেক দূর্বল লাগে আর বমি বমি ভাব হয়। অস্থিরতা কাজ করে। চোখ ফুলে যায়।,Medicine
আমি কোনো ব্যথা পেলে বা হাত কেটে গেলে অনেকদিন সময় লেগে যায় সেটা ঠিক হতে।,Medicine
আমার চোখ হলুদ হয়ে আছে,Ophthalmologist
আমার আব্বুর খাওয়ার ক্রেভিং অনেক বেশি হচ্ছে দিন দিন। আর ঘন ঘন প্রস্রাব হয়।,Medicine
আমার মেয়ের স্তনে অনেক ব্যথা করে আর নিপল ফুলে লাল হয়ে আছে,Gynecologist
আমার চোখের পানি শুকায় আসে আর অনেক চুল্কায়,Ophthalmologist
"আমার বয়স ১৭। কয়েক বছরধরে আমি একটি সমস্যায় ভুগছি। আমি যা-ই চিন্তা করি, মনে হয় সেই ঘটনাটা আমার সাথে এর আগেও ঘটেছে। আমার এখন করণীয় কী? অভিজ্ঞদের পরামর্শ চাই... 🥹",Psychiatrist
আমার বোনের চোখের নিচে অনেক কালো দাগ পরেছে,Skin
আমার বাসায় একই সাথে সবার জ্বর হয়েছে,Medicine
আমি চশমা পরে বেশিক্ষন থাকলে ঠিকমত দেখতে পারি না,Ophthalmologist
আমার আস্তে আস্তে ওজন কমে যাচ্ছে আর বমি ভাব আর বমি হয়। দুর্বল লাগে।,Medicine
আমার অনেক মাথা ব্যথা করে,Medicine
সিঁড়ি বেয়ে উঠতে গেলেই আমার অনেক হাঁটুতে অনেক ব্যথা করে,Medicine
আমার মেয়ের নিপলে লাল গোটার মত বের হয়েছে,Surgery
"আমি কাজে ঠিকমত মনোযোগ দিতে পারি না, ঘুম ঠিকমত হয় না খুব তারাতারি ভুলে যাই।",Medicine
আমার নিপল অনেক চুল্কায় এবং সাদা ময়লার মত বের হয়।,Surgery
মানুষিক ভাবে আমি পুরোপুরি শেষ হবার উপক্রম।,Psychiatrist
আমার নাতনির বাম পা ভেঙ্গে গিয়েছে,Orthopedic
আমি প্রায় এক মাস আগে হাঁটুতে ব্যথা পাই কিন্তু এই ব্যথা এখনো ঠিক হচ্ছে না,Medicine
আমার মুখে অনেক বড় বড় ব্রণ হয় আর এগুলো অনেক ব্যথা করে,Skin
এখন আমি একা থাকতে পারিনা বাসা দুশ্চিন্তা বেড়ে যায় যার কারনে আমার প্রশার বাড়া থাকে ভয় লাগে একা থাকলে কি করা যায় আমি প্যানিক ডিজঅর্ডার রোগি,Psychiatrist
আমার ৩ দিন ধরে পেটে অনেক ব্যথা। বমি হচ্ছে,Medicine
আমার ছেলের কপালে গোটার মত বের হয়েছে,Medicine
আমার মায়ের পিরিয়ড হলে অনেক রক্ত বের হয় শক্ত দলার মত,Gynecologist
বাসায় এসেই যদি এরকম পরিবেশের প্রতিদিনই ফেস করতে গিয়ে আমি মানসিকভাবে বিপর্যস্ত হয়ে পড়েছি।আমাকে এখন আমার নিকটেই একপ্রকার মানসিক রোগী মনে হচ্ছে।,Psychiatrist
আমি দাঁত ব্রাশ করার পর রক্ত বের হয় আর অনেক জ্বলে,Dentist
আমার ছেলে ফুটবল খেলতে গিয়ে পায়ে অনেক ব্যথা পায় এখন ও ভাড়ি কিছু বহনই করতে পারে না,Orthopedic
কাউরে ঠিকমতো চিনতে পারিনা কেমন লাগে জানিনা মনে হয় মারা জাবো জানবাহনে উটতে ভয় লাগে টাকা রুজি করতে ভয় পাই,Psychiatrist
আমি ধুলায় গেলেই চোখ খুব চুল্কায় আর লাল হয়ে যায়,Ophthalmologist
আমার মেয়ের তলপেটে অনেক ব্যথা করে আর পিরিয়ডের প্রায় দুই থেকে তিন দিন পর্যন্ত এই ব্যথা থাকে।,Gynecologist
আমার নাতনির একদম পানির মত পাতলা পায়খানা হচ্ছে,Medicine
আমার মেয়ের স্তন ফুলে আছে আর অনেক ব্যথা করে,Gynecologist
আমার নাক থেকে রক্ত বের হয়,ENT
আমার মেয়ের গত সাত দিন যাবত অনেক জ্বর। খাবারের স্বাদ তিতা লাগে। ,Medicine
আমি সবসময় অতিরিক্ত টেনশনে ভুগি যেকোনো কিছু নিয়ে। টেনশন করতে করতে ওইটা নিয়ে ocd এর মতো হয়ে যায়।,Psychiatrist
আমার কপালে গোটার মত বের হয়েছে,Skin
আমি কোনো ভাবেই সোজা হয়ে বসলে পিঠে ব্যথা করে,Medicine
আমার হাতের আঙ্গুলে ব্যথা করে,Orthopedic
"আত্মহত্যার করার কথা বেশি মনে পরে, এমন কেনো মনে হয়",Psychiatrist
আমার একটু পরপরই ক্ষুধা লাগে। আর অনেক দূর্বল লাগে।,Medicine
আমি স্ট্রং পারসোনালিটি বিষয়টা ভালোভাবে বুঝতেছি না। কিভাবে স্ট্রং পারসোনালিটি তৈরি করা যায়?,Psychiatrist
আমার মেয়ে বেশিক্ষন হাঁটলে হাঁপাতে থাকে বুকে ব্যথা পায়,Cardiologist
ওভার থিংকিং করতে করতে শেষ হয়ে যাচ্ছি। এটা থেকে বের হওয়ার উপায় কি? নিজেকে ব্যস্ত রাখার চেষ্টা করেও সমাধান পাচ্ছি না।,Psychiatrist
আমার ছেলের মাথার পিছনে প্রচন্ড ব্যথা করে,Medicine
আমার বাবার পাতলা-পায়খানা কোন ভাবেই থামছে না,Medicine
আমার মায়ের পিরিয়ড হলে রক্ত পড়া বন্ধ হতে চায় না,Gynecologist
"সব বিষয় নিয়েই ওভারথিংকিং হয়,,,, আমার অনেক ভয় করে সব বিষয়েই।ছোট খাটো ব্যাপার গুলো নিয়ে অনেক ভয় হয়,, ওভার থিংকিং হয়,,,,মাঝে মাঝে লাইফ টা খুব বি'রক্ত লাগে।এখন আমার কি করনীয়। কেউ প্লিজ বলবেন।",Psychiatrist
আমার আম্মুর স্তনে গোলাকার চাকার মত দলা জমেছে আর এগুলো অনেক ব্যথা করে,Gynecologist
আমার নাতনির স্তনের নিপল অনেক চুল্কায় আর সাদা ময়লার মত বের হয়।,Gynecologist
আমার বোনের স্তনে টিউমার হয়েছে আর অনেক ব্যথা করে,Surgery
ভাগ্য একদিকে সহায় হলে অন্য দিকে হয় না। যে দিকটাতে হচ্ছে না সে দিকটা নিয়ে দীর্ঘদিন খুব হতাশায় জীবন যাচ্ছে। ভেতরটা কেমন যেন দোমড়ে মোচরে যাচ্ছে। আর পারছি না সহ্য করতে।,Psychiatrist
"আমি প্রথম ফ্রুস্ট রেটেড। এটা এক ধরনের সম্পর্কের সমস্যা। ফলস্বরূপ, আমি আত্মহত্যা করছি। আমি আমার এই সমস্যার সমাধান করতে পারি?কিভাবে আমার আত্মহত্যার সমস্যা প্রতিরোধ করতে পারি?",Psychiatrist
আমার বাবার অনেক জ্বর আর সাথে পাতলা পায়খানা হচ্ছে,Medicine
মৃত্যু কিংবা মুক্তি 😭,Psychiatrist
আমার মা অতিরিক্ত চিন্তা করে আর ঠিকমত খাওয়া দাওয়া করছে না। অনেক দূর্বল হয়ে যাচ্ছে। ওর ওজন কমে যাচ্ছে।,Medicine
আমার জীবন শেস,Psychiatrist
আমার সারা শরীর চুল্কিয়ে ফুলে যায় আর লাল হয়ে যায়,Skin
আমার মাড়িতে পুঁজের মত জমেছে,Dentist
৪| আমি কারোর কটু কথা একদম সহ্য করতে পারি না। আমি negativity নিতে পারি না।,Psychiatrist
আমার গলার দুই পাশে ফুলে গিয়েছে,Medicine
আমি প্রস্রাব করার সময় অনেক জ্বলে আর প্রস্রাবের রঙও হলদে,Medicine
আমার মনে হয় অ্যাপেনডিসাইটিসের ব্যথা করছে অনেক,Medicine
আমার মায়ের পুরো মাথা ব্যথা করে,Medicine
আমার প্রেসার অনেক বেশি থাকে আর ঠিকমত ঘুম হয় না,Medicine
আমার শরীর ব্যথা অনেক এবং অনেক জ্বর শরীরে,Medicine
"আমার অনেক মাথা যন্ত্রণা করে এর কারণ কি, রাতে ঘুম হয় না ভালোমতো অনেক রাত জেগে কাটাতে হয় সকালে ঘুম হয়‌ ।",Psychiatrist
আমার মায়ের স্তন শক্ত হয়ে ফুলে আছে,Surgery
আমার নাকে আর থুতনিতে সাদা বিচির মত উঠে আর মুখ অনেক বেশি খশখশা হয়ে থাকে।,Skin
আমার ছেলের হঠাৎ করে হাতে অনেক ব্যথা পাচ্ছে নাড়াতে পারছে না,Orthopedic
"আমার মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",Orthopedic
চুল পড়ে টাক হওয়া নিয়ে চরম ডিপ্রেশনে আছি। বয়স ২৫ ছেলে।,Psychiatrist
আমার মেয়ের গলার দুই পাশে ফুলে গিয়েছে আর ও কথাই বলতে পারছে না। অনেক ব্যথায় কান্না করছে। খেতেও পারছে না,ENT
আমার ছেলের চোখের মনি অনেক বেশি ব্যথা করে আর পানি পরতে থাকে,Ophthalmologist
আমার ছেলে হঠাৎ করে লাইট এর দিকে তাকালে অনেকটা রংধনুর মত রঙ দেখতে থাকে,Ophthalmologist
"আমার পায়খানা অনেক শক্ত আর পায়ু পথে অনেক জ্বলে, ব্যথা করে। সাথে রক্তও পরে",Medicine
আমার বোনের সারা শরীরে কালো দাগ পরে যাচ্ছে,Skin
"মাঝরাতে আচমকা, দুঃস্বপ্নে ঘুম ভেঙে চটফট করা চোখের পাতা এক করতে না পারা ভয় কাজ করা, আমার এমন হয় কেন.?🥺",Psychiatrist
আমার পায়ে অনেক গুলো টিউমার হয়েছে আর এগুলো চাপ দিলে অনেক ব্যথা করে,Surgery
আমার হাতে অনেক গুলো টিউমার হয়েছে আর এগুলো ব্যথা করে,Surgery
আমার বাম চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,Ophthalmologist
আমার চোখ অনেক ব্যথা করে সহ্য করার মত না,Ophthalmologist
"জীবনে বেঁচে থাকার কোনো ইচ্ছে নেই, মরে যেতে ইচ্ছে করে।",Psychiatrist
মানবতার উপর বিশ্বাস হারাবেন না। মানবতা একটি সাগর; সাগরের কয়েক ফোঁটা নোংরা হলে সাগর নোংরা হয় না।,Psychiatrist
আমার মেয়ের গত ৫ দিন যাবত অনেক জ্বর,Medicine
আমার মায়ের নিপলে ব্যথা করে ,Surgery
আমার চোখ থেকে অনেক পানি পরে। আর অনেক আঠালো হয়ে যায়। আর চোখ থেকে ময়লাও বের হয় অনেক,Ophthalmologist
ডাক্তার দেখিয়েছিলাম বল্লো ডিপ্রেশনের ২য় স্টেজে আছি । ঔষধ দিয়েছে কোর্স শুরু করেছি পাশাপাশি কি করা যায়? বলছে ফাইনাল স্টেজ যারা সুইসাইড করে বা থিংকিং করে । এটা থেকে কিভাবে বের হতে পারি?,Psychiatrist
পিরিয়ডের সময় আমার প্রচন্ড পেট ব্যথা হয় আর বমি হয়,Gynecologist
"সিদ্ধান্ত নিয়েছি আত্নহত্যা করার, আমি একটা আগাছা তার বেঁচে থাকার কোন অধিকার নাই।",Psychiatrist
"আমার অনেক মাথা ঘোরায়, হার্ট বিট বেড়ে যায়। বমি হয়।",Medicine
আমার স্তনের চারপাশে শক্ত চাকার মত হয়ে আছে,Surgery
আমি ঠিকমত খাওয়া দাওয়া করি কিন্তু তারপরেও আমার অনেক দুর্বল লাগে। চোখ বন্ধ হয়ে আসে,Ophthalmologist
আমার মায়ের মাড়িতে অনেক ব্যথা করে আর রক্ত বের হয়,Dentist
"কোনো কারণ ছাড়াই মাঝে মাঝে অনেক খারাপ লাগে মন খারাপ হয়। এমন মাঝে মধ্যে হয়। এটার কারণ কি,,,?",Psychiatrist
আমি জীবনে বরাবরই ব্যর্থ... এত ব্যর্থতা আর নিতে পারি না মাঝে মাঝে মনে হয় এই দুনিয়া আমার জন্য না.. সুই**সাইড এ কি এর সমাধান?,Psychiatrist
আমার মাজা অনেক ব্যথা করে আর শরীরে পানি আসছে,Medicine
আমি বেশিক্ষন দাঁড়িয়ে থাকতে পারি না।,Medicine
আমি প্রচুর মানসিক ভাবে ভেঙে পড়েছি। নরম মনের মানুষকে কিভাবে স্ট্রং হতে হবে?,Psychiatrist
আমি প্রেগন্যান্ট জানার ২ মাসের মধ্যেই বাচ্চা নষ্ট হয়ে যায়। আর এখন পিরিয়ড হলে রক্তক্ষরণ বন্ধ হতে চায় না। প্রায় এক মাস টানা পিরিয়ড চলে,Gynecologist
আমার চোখ থেকে অনেক পানি পরে। পলক ফেলতে গেলে অনেক আঠালো লাগে,Ophthalmologist
আমার প্রায় ৩ সপ্তাহ ধরে খুশখুশে কাশি,Medicine
আমার ছেলের মাথায় কয়েকটি টিউমারের মত দলা পেকে আছে আর ব্যথা করে চাপ দিলে,Surgery
"সুইসাইডের চিন্তা কোনভাবেই মাথা থেকে যায়না বরং দিনকে দিন এটা তিব্র হচ্ছে, ১০-১২ বছর ধরে এই সুইসাইডের চক্করে ঘুরপাক খাচ্ছি, যতই চেষ্টা করি মাথা থেকে সুইসাইডের বের করতে।",Psychiatrist
"আমার ডিপার্টমেন্টে কেউ আমার সাথে কথা বলতে চায় না। নিজে থেকে কথা বললে এড়িয়ে যায়। আমার খুব খারাপ লাগে। এতো হতাশ লাগে, বলে বুঝাতে পারবো না। কী করবো? কী কারণে কেউ কথা বলতে চায় না?",Psychiatrist
"আমি ডিপ্রেশন,এংজাইটি ডিসওর্ডার, প্যানিক এটাক,ডিরিয়েলাইজেশন এই সব মানসিক প্রব্লেম এ আছি দীর্ঘ ৮ বছর ধরে।",Psychiatrist
আচ্ছা প্যানিক আ্যাটাক থেকে কি চিরতরে মুক্তি পাওয়া জায় না কেউ ভালো হইছেন,Psychiatrist
,
আমার হাতে বড় গোটার মত কি যেন হয়েছে কিন্তু কোন ব্যথা নেই,Medicine
আমার পায়ে টিউমারের মত কি যেন হয়েছে হাল্কা ব্যথা আছে,Medicine
আমার অনেক অস্থিরতা কাজ করে আর অনেক চিন্তা করি। তখন আমার প্রচন্ড ঘাম হয় আর আমার গলা শুকিয়ে যায়।,Medicine
তুমি যদি তোমার সারা জীবন ঝড়ের অপেক্ষায় কাটাও তবে তুমি কখনই সূর্যের আলো উপভোগ করতে পারবে না।,Psychiatrist
আমার মেয়ের ডান চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,Ophthalmologist
আমার আম্মুর পেট ফুলে ফেপে শক্ত হয়ে আছে আর অনেক ব্যথা করছে,Medicine
আমার বাবা কোনো খাবার চাবাতে গেলে দাঁতে অনেক ব্যথা পায়,Dentist
"অনেক চেষ্টা করি রাগের সময় নিজেকে কন্ট্রোল করবো, কিন্তু কিছুতেই পারি না, হাতের কাছে যা পাই তাই মনে হয় ফেলে দেই।",Psychiatrist
আর বাঁচতে ইচ্ছে করছে না😪,Psychiatrist
আমার বাবার বুক জ্বালা পুড়া করে। ,Medicine
আমার মামার চোখ মুখ ফুলে গিয়েছে,Medicine
আমার খালা হঠাৎ করে হাত পা নাড়াতে পারছে না একদম অবশ হয়ে গেছে,Medicine
"দিন দিন মানসিক ভারসাম্যতা নষ্ট হয়ে যাচ্ছে। কোন কাজ,নামাজ-কালাম, স্টাডি কিছুতেই মনোযোগ দিতে পারতেছি না। এই মুহুর্তে সুইসাইড সবচেয়ে ভালো সমাধান নয় কি....?",Psychiatrist
"আমার মেয়ের দাঁতে ছিদ্রের মত হচ্ছে, প্রায় সব দাঁতেই এমন ছিদ্র দেখতে পাচ্ছি",Dentist
নিজেকে একা লাগে ,Psychiatrist
আমি বেশিক্ষন হাঁটতে গেলে অনেক শ্বাসকষ্ট হয়।,Medicine
বিষন্নতা থেকে মুক্তি পাওয়ার উপায় কি?,Psychiatrist
আমার মায়ের চোখ থেকে অনেক ময়লা বের হয় আর একটু পর পর পানি পরে,Ophthalmologist
আমার বাচ্চার মাঝে মাঝে দাঁত লেগে অজ্ঞান হয়ে যায়,Medicine
আমি ধুলায় গেলে আমার স্কিন অনেক চুল্কায় আর ফুলে লাল হয়ে যায়। ,Skin
"আসসালামু আলাইকুম, মুড সুয়িং কিংবা রাগ কন্ট্রোল করার কি কোনো মেডিসিন/ওষুধ আছে? এর থেকে মুক্তির উপায় কি? এই মুড সুয়িং আমাকে প্রতিদিন একটু একটু করে মেরে ফেলছে..।",Psychiatrist
"দিন-কাল অনেক কষ্টে অতিবাহিত হচ্ছে 
রাত-দিন এক সমান যাচ্ছে 😓
দুনিয়া'তে বেচেঁ থেকেও না থাকার মতো😢
আর সহ‍্য হচ্ছে না😟
অনেক আগে আত্মহত্যা করতাম একমাত্র আল্লাহ ভয়ে বেচেঁ আছি😢",Psychiatrist
আমার পেট ফুলে শক্ত হয়ে আছে আর অনেক ভাড়ি মনে হচ্ছে।,Medicine
আমার নিপল অনেক চুল্কায় এবং সাদা ময়লার মত বের হয়।,Gynecologist
আমার অনেক সাদাস্রাব হয় আর অনেক দূর্গন্ধ হয়,Gynecologist
আমি কাছ থেকে কিছু দেখতে গেলে অনেক মাথা ব্যথা করে মনে হয় চোখে অনেক প্রেসার পরছে।,Ophthalmologist
সময় ব্যবস্থাপনা হল আমার জীবনের মন্ত্র। কারণ এটি ছাড়া সাফল্য অসম্ভব।,Psychiatrist
আমার বোনের ২ মাস ধরে কণ্ঠ বদলে যাচ্ছে অনেক কর্কশ হয়ে যাচ্ছে। ,Medicine
আমার মামার মাথার পিছনের দিকে অনেক ব্যথা করে,Medicine
"শুধু বাজে বাজে কথা মাথায় ঘুরে, আর যেকোনো কাজ চিন্তা করলেই মারা যাবো কথা মাথায় আসে।",Psychiatrist
সিজোফ্রেনিয়া তো আমাকে ছাড়ে না। ভার্সিটির ১ম বর্ষে এবং চতুর্থ বর্ষে আবার অসুস্থ হয়ে পড়ি। আমার রোগ টা গুনে গুনে ৩-৪ বছর পর পর এটাক করতেছিল। আবার মেডিসিন নেওয়া শুরু করি এবং কোন মতে অনার্স শেষ করি,Psychiatrist
মানুষের সাথে কথা বলতে পাড়ি না। একটি দুটির বেশি কথাই বলতে পাড়ি না। কোনো কথা মাথায়ই আশে না। কি বলব। সবাই বোকা বলে? এটা কি মানসিক পবলেম নাকি জন্ম গত।,Psychiatrist
আমার প্রায়ই প্রচুর বুকে ব্যথা করে,Cardiologist
আমার আম্মুর স্তনের নিপল থেকে সাদা পানির মত বের হয় আর খুব দুর্গন্ধ হয়,Gynecologist
"মনের মধ্যে সবসময় অজানা ভয় কাজ করে,,বারবার ঘোরাফেরা করতে মন চায় এ ঘর থেকে ও ঘর এবং পড়ালেখায় মন বসাতে পারছি না।",Psychiatrist
"আমার মাথা প্রচন্ড ব্যথা, জ্বর প্রায় ১০৩ ডিগ্রি থাকে। শরীরে পানি লাগলে অনেক ব্যথা করছে।",Medicine
আমি সিঁড়ি বেয়ে উঠতে গেলে অনেক শ্বাস কষ্ট হয় আর বুকে ব্যথা হয়।,Cardiologist
"আমার বাবা ভাড়ি কোনো জিনিস বহন করতে পারে না মাজা, হাত প্রচন্ড ব্যথা করে",Orthopedic
আমার বাবার হাঁটুঁতে ব্যথা করে,Orthopedic
আমার আম্মুর পিরিয়ড হলে পেট অনেক ব্যথা করে আর একদমই কিছু খেতে চান না,Gynecologist
মানসিক অবস্থা প্রচন্ড খারাপ যাচ্ছে। সেটা শরীরের উপরে ও প্রভাব ফেলা শুরু করেছে। অনেকগুলো কারণে হাজবেন্ডের সাথে বিবাহিত সম্পর্ক টা অনেক অবনতির দিকে যাচ্ছে।,Psychiatrist
আমার মুখে অনেক বড় ফোঁড়ার মত উঠে আর লাল হয়ে থাকে আর আস্তে আস্তে দাগ বসে যায়,Surgery
নের অভিব্যক্তি সন্তুষ্টজনকভাবে প্রকাশ করতে পারিনা। উপায় কি..?,Psychiatrist
আমার প্রস্রাবের রঙ অনেকটা লালচে আর অনেক গন্ধ হয়।,Medicine
আমার মেয়ের চোখ হঠাৎ করে খুব ব্যথা শুরু করে দেয়,Ophthalmologist
আমার নানুর হার্টে প্যাসকেল লাগানো ছিলো কিন্তু নানুর বুকে ব্যথা কমে নাই,Cardiologist
আমার বমি হয় আর বারবার বদহজম হচ্ছে,Medicine
আমার বাবা ছোটো কোনো লিখা পড়তে গেলে ওনার অনেক মাথা ব্যথা করে,Medicine
আমার কোন ফ্রেন্ড নাই। সেজন্য মন খারাপ থাকে সবসময়ই। আমাকে বুঝার মতো ও কেউ নাই। জীবন টা বিরক্তকর লাগে। এটা থেকে কেমনে মুক্তি পাবো??????,Psychiatrist
"আমার মেয়ের নাকের পাশে, থুতনিতে আর গালে কালো দাগ পরে গেছে",Skin
আসসালামু আলাইকুম কিছু মাস যাবত আমি খুব একাকিত্বে ভুগছি দুইদিন থেকে যা আরও তীব্র হয়ে যাচ্ছে এতোটাই যে দম বন্ধ হয়ে আসে কোনো কুল কিনারা খুঁজে পাচ্ছি না একাকিত্ব দুর করার এক্ষেত্রে কি করতে পারি,Psychiatrist
"আমি বাসা ছাড়া কোথাও গিয়ে থাকতে পারিনা, সারাক্ষন ভিতরে অস্থিরতা কাজ করে, মনে হয় এই মারা যাবো। অঝতা মাথায় চিন্তা চলে আসে, খুব ভয় পাই, এইটা কিসের লক্ষণ।",Psychiatrist
আমার অনেক অস্থিরতা কাজ করে আর অনেক চিন্তা করি। তখন আমার প্রচন্ড ঘাম হয় আর আমার গলা শুকিয়ে যায়।,Medicine
